ID,ISC_ID,SITE,LAT,LON,AZI,TYPE,DEPTH,QUALITY,REGIME,LOCALITY,COUNTRY,DATE,TIME,NUMBER,SD,TOT_LEN,VENT,TOP,BOT,ANISOTROPY,METHOD,S1AZ,S1PL,S2AZ,S2PL,S3AZ,S3PL,MAG_TYPE,EQ_MAG,CRUST,REF1,REF2,REF3,REF4,REF5,REF6,COMMENT,PLATE,DIST
wsm153445,605662926.0,,38.54,23.46,76,FMS,18.2,C,NS,,Sea,17/11/2014,05:58.6,,,,,,,,,70.0,50.0,260.0,40.0,166.0,5.0,Mw,5.3,True,ISCXXX,,,,,,,AS,44.0
wsm153448,605662927.0,,38.56,23.47,76,FMS,23.4,C,SS,,Sea,17/11/2014,09:03.8,,,,,,,,,260.0,22.0,234.0,66.0,166.0,9.0,Mw,5.2,True,ISCXXX,,,,,,,AS,45.0
wsm153566,611079159.0,,45.8,27.17,999,FMS,25.0,E,U,,Romania,22/11/2014,14:18.8,,,,,,,,,247.0,49.0,318.0,16.0,216.0,37.0,Mw,5.7,True,ISCXXX,,,,,,,EU,557.0
wsm153632,605741494.0,,36.76,27.84,100,FMS,10.6,C,NF,,Turkey,26/11/2014,05:32.4,,,,,,,,,263.0,75.0,280.0,15.0,189.0,4.0,Mw,4.2,True,ISCXXX,,,,,,,AS,57.0
wsm153658,605742589.0,,39.36,29.0,105,FMS,11.0,C,NF,,Turkey,28/11/2014,30:07.2,,,,,,,,,251.0,66.0,285.0,20.0,190.0,12.0,Mw,4.5,True,ISCXXX,,,,,,,AT,147.0
wsm153726,606064127.0,,44.54,9.44,116,FMS,6.8,C,NF,,Italy,30/11/2014,34:25.2,,,,,,,,,100.0,63.0,296.0,26.0,203.0,6.0,Mw,3.6,True,ISCXXX,,,,,,,EU,624.0
wsm153768,606176785.0,,40.22,25.16,121,FMS,5.0,C,SS,,Sea,02/12/2014,15:15.4,,,,,,,,,119.0,14.0,332.0,74.0,211.0,8.0,Mw,3.9,True,ISCXXX,,,,,,,EU,23.0
wsm153804,606185904.0,,38.62,26.2,112,FMS,10.0,C,NF,,Sea,04/12/2014,16:32.7,,,,,,,,,101.0,70.0,292.0,19.0,200.0,3.0,Mw,4.4,True,ISCXXX,,,,,,,AS,83.0
wsm153828,610574366.0,,38.84,26.28,105,FMS,12.0,C,NF,,Sea,06/12/2014,45:07.8,,,,,,,,,133.0,82.0,285.0,7.0,195.0,4.0,Mw,5.1,True,ISCXXX,,,,,,,AS,58.0
wsm153833,606335300.0,,38.81,26.32,103,FMS,12.0,C,NF,,Sea,06/12/2014,20:56.3,,,,,,,,,100.0,85.0,283.0,5.0,193.0,0.0,Mw,5.0,True,ISCXXX,,,,,,,AS,60.0
wsm153835,606494658.0,,38.9,26.23,110,FMS,12.0,C,NF,,Sea,06/12/2014,08:36:46,,,,,,,,,293.0,77.0,290.0,13.0,200.0,1.0,Mw,3.8,True,ISCXXX,,,,,,,AS,55.0
wsm153869,606335751.0,,45.84,27.18,999,FMS,31.7,E,U,,Romania,07/12/2014,21:04:08,,,,,,,,,275.0,49.0,318.0,33.0,213.0,23.0,Mw,4.4,True,ISCXXX,,,,,,,EU,562.0
wsm153990,606366184.0,,40.13,27.19,106,FMS,10.0,C,SS,,Turkey,16/12/2014,02:16.4,,,,,,,,,284.0,32.0,292.0,58.0,196.0,4.0,Mw,4.2,True,ISCXXX,,,,,,,AT,65.0
wsm154040,611130561.0,,43.66,11.13,123,FMS,18.7,C,NS,,Italy,19/12/2014,36:34.4,,,,,,,,,130.0,43.0,295.0,46.0,213.0,8.0,Mw,4.3,True,ISCXXX,,,,,,,EU,510.0
wsm154048,611165929.0,,39.33,22.6,91,FMS,37.0,C,TS,,Greece,19/12/2014,40:32.6,,,,,,,,,91.0,11.0,352.0,38.0,195.0,50.0,Mw,4.2,True,ISCXXX,,,,,,,EU,68.0
wsm154081,606411977.0,,43.54,12.14,138,FMS,8.3,C,NF,,Italy,21/12/2014,51:28.9,,,,,,,,,126.0,83.0,318.0,7.0,228.0,1.0,Mw,3.6,True,ISCXXX,,,,,,,EU,501.0
wsm154123,606415641.0,,41.65,14.91,152,FMS,18.6,C,TF,,Italy,24/12/2014,40:13.9,,,,,,,,,152.0,3.0,60.0,33.0,246.0,57.0,Mw,4.3,True,ISCXXX,,,,,,,EU,323.0
wsm154174,611165816.0,,39.29,16.36,9,FMS,17.8,C,NF,,Italy,28/12/2014,43:41.6,,,,,,,,,9.0,65.0,9.0,25.0,279.0,0.0,Mw,4.6,True,ISCXXX,,,,,,,EU,124.0
wsm154181,606418268.0,,38.85,26.37,101,FMS,12.2,C,NF,,Sea,29/12/2014,06:25.7,,,,,,,,,270.0,76.0,281.0,13.0,190.0,2.0,Mw,4.4,True,ISCXXX,,,,,,,AS,54.0
wsm154194,611165819.0,,41.42,19.38,47,FMS,21.4,C,TF,,Sea,29/12/2014,34:15.1,,,,,,,,,227.0,12.0,133.0,21.0,165.0,66.0,Mw,4.8,True,ISCXXX,,,,,,,EU,278.0
wsm154243,606436873.0,,48.03,19.44,32,FMS,4.0,C,SS,,Hungary,01/01/2015,06:43:23,,,,,,,,,32.0,7.0,353.0,81.0,302.0,6.0,Mw,3.9,True,ISCXXX,,,,,,,EU,973.0
wsm154268,606436921.0,,37.38,20.32,999,FMS,9.0,E,U,,Sea,02/01/2015,16:28.1,,,,,,,,,34.0,51.0,315.0,9.0,232.0,37.0,Mw,4.4,True,ISCXXX,,,,,,,AF,47.0
wsm154385,606506322.0,,37.03,36.86,153,FMS,21.6,C,SS,,Turkey,08/01/2015,44:49.8,,,,,,,,,152.0,4.0,50.0,72.0,243.0,18.0,Mw,4.5,True,ISCXXX,,,,,,,AR,41.0
wsm154414,606510558.0,,35.16,26.14,18,FMS,20.4,C,NF,,Greece,10/01/2015,00:03.8,,,,,,,,,183.0,70.0,198.0,20.0,107.0,5.0,Mw,4.3,True,ISCXXX,,,,,,,AS,111.0
wsm154521,606583978.0,,40.09,30.53,999,FMS,10.0,E,U,,Turkey,17/01/2015,42:36.6,,,,,,,,,8.0,53.0,273.0,4.0,180.0,37.0,Mw,4.3,True,ISCXXX,,,,,,,AT,60.0
wsm154602,611449590.0,,42.74,20.35,54,FMS,17.1,C,NF,,Kosovo,21/01/2015,30:11.2,,,,,,,,,182.0,68.0,234.0,14.0,139.0,17.0,Mw,4.2,True,ISCXXX,,,,,,,EU,438.0
wsm154634,606592524.0,,44.13,11.14,122,FMS,8.0,C,NF,,Italy,23/01/2015,06:51:20,,,,,,,,,170.0,82.0,302.0,5.0,212.0,6.0,Mw,4.5,True,ISCXXX,,,,,,,EU,563.0
wsm154637,606592926.0,,40.16,28.61,106,FMS,10.0,C,NF,,Turkey,23/01/2015,19:45.8,,,,,,,,,37.0,60.0,286.0,12.0,190.0,27.0,Mw,4.5,True,ISCXXX,,,,,,,AT,57.0
wsm154812,606632856.0,,40.42,26.26,999,FMS,10.0,E,U,,Sea,02/02/2015,04:41:06,,,,,,,,,51.0,54.0,314.0,6.0,220.0,35.0,Mw,4.4,True,ISCXXX,,,,,,,AT,24.0
wsm154876,611581300.0,,43.23,20.88,68,FMS,14.1,C,SS,,Serbia,05/02/2015,49:44.2,,,,,,,,,248.0,8.0,243.0,82.0,158.0,1.0,Mw,4.1,True,ISCXXX,,,,,,,EU,451.0
wsm154893,611581301.0,,41.95,20.09,8,FMS,23.0,C,NF,,Albania,07/02/2015,56:26.4,,,,,,,,,205.0,64.0,188.0,25.0,101.0,7.0,Mw,4.5,True,ISCXXX,,,,,,,EU,358.0
wsm154935,606722799.0,,35.8,36.02,9,FMS,10.0,C,SS,,Syrian Arab Republic,10/02/2015,01:52.9,,,,,,,,,7.0,33.0,14.0,57.0,279.0,3.0,Mw,4.3,True,ISCXXX,,,,,,,AF,24.0
wsm155038,606728590.0,,37.06,30.01,178,FMS,12.0,C,NF,,Turkey,16/02/2015,52:48.3,,,,,,,,,345.0,80.0,358.0,10.0,268.0,2.0,Mw,4.9,True,ISCXXX,,,,,,,AT,134.0
wsm155077,608643057.0,,44.17,11.41,131,FMS,14.0,C,NF,,Italy,17/02/2015,42:53.6,,,,,,,,,282.0,79.0,311.0,9.0,220.0,5.0,Mw,3.9,True,ISCXXX,,,,,,,EU,567.0
wsm155300,606757533.0,,41.85,13.53,133,FMS,16.9,C,NF,,Italy,28/02/2015,16:20.8,,,,,,,,,168.0,77.0,313.0,10.0,224.0,7.0,Mw,4.4,True,ISCXXX,,,,,,,EU,347.0
wsm155302,606757557.0,,43.64,18.42,45,FMS,22.3,C,NF,,Bosnia and Herzegovina,28/02/2015,24:28.9,,,,,,,,,33.0,56.0,225.0,34.0,131.0,6.0,Mw,4.1,True,ISCXXX,,,,,,,EU,499.0
wsm155370,608504309.0,,43.6,11.18,999,FMS,10.0,E,U,,Italy,04/03/2015,00:09.2,,,,,,,,,119.0,39.0,353.0,36.0,238.0,31.0,Mw,4.0,True,ISCXXX,,,,,,,EU,504.0
wsm155450,606816378.0,,44.13,19.91,38,FMS,8.0,C,SS,,Serbia,08/03/2015,47:28.2,,,,,,,,,218.0,2.0,114.0,82.0,308.0,8.0,Mw,4.4,True,ISCXXX,,,,,,,EU,575.0
wsm155484,606824294.0,,35.44,27.73,3,FMS,16.8,C,SS,,Sea,12/03/2015,39:22.2,,,,,,,,,2.0,18.0,15.0,71.0,273.0,4.0,Mw,4.7,True,ISCXXX,,,,,,,AS,70.0
wsm155505,606828620.0,,36.44,23.21,13,FMS,28.0,C,SS,,Sea,13/03/2015,33:09.6,,,,,,,,,192.0,12.0,223.0,77.0,103.0,7.0,Mw,4.4,True,ISCXXX,,,,,,,AS,108.0
wsm155539,606831153.0,,35.72,5.8,147,FMS,22.3,C,TF,,Algeria,15/03/2015,11:22:12,,,,,,,,,147.0,1.0,58.0,20.0,56.0,70.0,Mw,4.9,True,ISCXXX,,,,,,,AF,160.0
wsm155579,606843603.0,,35.81,5.63,154,FMS,10.0,C,SS,,Algeria,17/03/2015,14:14.1,,,,,,,,,157.0,13.0,113.0,72.0,64.0,12.0,Mw,4.5,True,ISCXXX,,,,,,,AF,148.0
wsm155664,606858326.0,,35.7,5.57,153,FMS,13.2,C,SS,,Algeria,21/03/2015,55:57.1,,,,,,,,,150.0,15.0,190.0,71.0,63.0,12.0,Mw,5.0,True,ISCXXX,,,,,,,AF,158.0
wsm155735,606951289.0,,39.28,24.75,102,FMS,6.0,C,SS,,Sea,26/03/2015,00:41.6,,,,,,,,,282.0,5.0,290.0,85.0,192.0,1.0,Mw,4.2,True,ISCXXX,,,,,,,AS,88.0
wsm155846,606962365.0,,44.33,16.41,999,FMS,10.0,E,U,,Bosnia and Herzegovina,01/04/2015,33:54.4,,,,,,,,,167.0,28.0,41.0,48.0,274.0,29.0,Mw,4.2,True,ISCXXX,,,,,,,EU,588.0
wsm155874,611672168.0,,40.87,22.21,72,FMS,4.0,C,SS,,Greece,02/04/2015,37:51.1,,,,,,,,,83.0,37.0,235.0,50.0,162.0,14.0,Mw,4.1,True,ISCXXX,,,,,,,EU,185.0
wsm155879,611678029.0,,41.51,20.3,999,FMS,21.9,E,U,,Albania,03/04/2015,14:19.4,,,,,,,,,20.0,44.0,339.0,38.0,267.0,22.0,Mw,4.1,True,ISCXXX,,,,,,,EU,327.0
wsm155935,606982839.0,,35.31,27.57,18,FMS,22.5,C,TS,,Sea,06/04/2015,42:32.9,,,,,,,,,198.0,1.0,107.0,47.0,109.0,43.0,Mw,4.5,True,ISCXXX,,,,,,,AS,66.0
wsm155961,606986755.0,,35.37,27.78,0,FMS,31.2,C,SS,,Sea,08/04/2015,33:35.9,,,,,,,,,0.0,8.0,355.0,82.0,270.0,1.0,Mw,4.5,True,ISCXXX,,,,,,,AS,61.0
wsm155963,606992999.0,,42.88,13.29,167,FMS,7.8,C,SS,,Italy,08/04/2015,22:09.0,,,,,,,,,164.0,9.0,41.0,74.0,77.0,13.0,Mw,3.2,True,ISCXXX,,,,,,,EU,449.0
wsm156011,611672203.0,,43.76,18.56,13,FMS,19.8,C,SS,,Bosnia and Herzegovina,12/04/2015,05:34.7,,,,,,,,,191.0,13.0,57.0,72.0,283.0,13.0,Mw,4.2,True,ISCXXX,,,,,,,EU,513.0
wsm156029,607019966.0,,39.12,24.51,104,FMS,7.0,C,SS,,Sea,13/04/2015,49:04.2,,,,,,,,,281.0,8.0,168.0,70.0,14.0,18.0,Mw,4.2,True,ISCXXX,,,,,,,AS,91.0
wsm156086,607156734.0,,41.78,15.34,145,FMS,23.4,C,TS,,Italy,16/04/2015,34:17.4,,,,,,,,,145.0,6.0,61.0,45.0,48.0,45.0,Mw,3.7,True,ISCXXX,,,,,,,EU,343.0
wsm156087,607156954.0,,44.2,10.89,999,FMS,10.0,E,U,,Italy,16/04/2015,01:22.8,,,,,,,,,309.0,30.0,355.0,51.0,233.0,23.0,Mw,3.3,True,ISCXXX,,,,,,,EU,571.0
wsm156092,610587689.0,,35.03,26.85,999,FMS,24.0,E,U,,Sea,16/04/2015,18:07:48,,,,,,,,,191.0,20.0,118.0,40.0,80.0,44.0,Mw,6.1,True,ISCXXX,,,,,,,AS,84.0
wsm156096,607157022.0,,35.17,26.8,14,FMS,19.7,C,SS,,Sea,16/04/2015,02:18.3,,,,,,,,,194.0,10.0,93.0,48.0,292.0,40.0,Mw,5.0,True,ISCXXX,,,,,,,AS,96.0
wsm156110,607157848.0,,35.03,26.72,162,FMS,29.9,C,NF,,Sea,17/04/2015,30:41.6,,,,,,,,,331.0,69.0,342.0,21.0,250.0,4.0,Mw,4.6,True,ISCXXX,,,,,,,AS,90.0
wsm156134,611678053.0,,36.35,23.06,29,FMS,18.5,C,SS,,Sea,18/04/2015,46:52.2,,,,,,,,,209.0,14.0,100.0,53.0,308.0,34.0,Mw,4.9,True,ISCXXX,,,,,,,AS,91.0
wsm156151,607175548.0,,35.02,26.88,165,FMS,28.3,C,SS,,Sea,19/04/2015,36:49.3,,,,,,,,,167.0,11.0,118.0,74.0,255.0,12.0,Mw,4.0,True,ISCXXX,,,,,,,AS,81.0
wsm156165,607182464.0,,35.16,26.78,175,FMS,22.7,C,SS,,Sea,21/04/2015,57:43.2,,,,,,,,,173.0,11.0,39.0,74.0,85.0,11.0,Mw,4.5,True,ISCXXX,,,,,,,AS,97.0
wsm156169,607182504.0,,34.92,26.81,999,FMS,12.0,E,U,,Sea,21/04/2015,37:32.1,,,,,,,,,314.0,49.0,34.0,8.0,298.0,39.0,Mw,4.1,True,ISCXXX,,,,,,,AS,75.0
wsm156187,607187369.0,,38.14,20.41,78,FMS,5.0,C,TF,,Sea,22/04/2015,55:37.0,,,,,,,,,78.0,19.0,341.0,19.0,209.0,62.0,Mw,3.9,True,ISCXXX,,,,,,,AS,12.0
wsm156447,607228519.0,,41.77,33.41,130,FMS,18.0,C,SS,,Turkey,08/05/2015,14:48.3,,,,,,,,,130.0,10.0,25.0,56.0,227.0,32.0,Mw,3.9,True,ISCXXX,,,,,,,EU,83.0
wsm156488,607229924.0,,35.05,26.85,5,FMS,27.0,C,SS,,Sea,11/05/2015,02:03.3,,,,,,,,,184.0,18.0,197.0,71.0,95.0,4.0,Mw,4.5,True,ISCXXX,,,,,,,AS,85.0
wsm156562,607248427.0,,45.85,12.08,158,FMS,12.4,C,TF,,Italy,15/05/2015,35:47.1,,,,,,,,,158.0,17.0,70.0,9.0,186.0,70.0,Mw,3.3,True,ISCXXX,,,,,,,EU,756.0
wsm156679,610634716.0,,37.74,19.93,80,FMS,11.0,C,NS,,Sea,21/05/2015,15:31:19,,,,,,,,,76.0,44.0,266.0,46.0,170.0,5.0,Mw,4.2,True,ISCXXX,,,,,,,AF,20.0
wsm156829,607268122.0,,35.01,26.78,153,FMS,10.0,C,SS,,Sea,28/05/2015,59:28.1,,,,,,,,,162.0,32.0,133.0,54.0,63.0,14.0,Mw,4.6,True,ISCXXX,,,,,,,AS,86.0
wsm156832,607269396.0,,34.82,26.85,169,FMS,15.0,C,SS,,Sea,29/05/2015,03:48.8,,,,,,,,,169.0,14.0,163.0,76.0,79.0,2.0,Mw,4.4,True,ISCXXX,,,,,,,AS,64.0
wsm156847,610634899.0,,42.92,14.3,70,FMS,6.0,C,TF,,Sea,29/05/2015,07:57.3,,,,,,,,,250.0,11.0,159.0,6.0,221.0,78.0,Mw,4.4,True,ISCXXX,,,,,,,EU,462.0
wsm156857,607272243.0,,40.16,21.73,74,FMS,6.0,C,NF,,Greece,30/05/2015,01:56:18,,,,,,,,,279.0,79.0,254.0,10.0,165.0,5.0,Mw,4.0,True,ISCXXX,,,,,,,EU,177.0
wsm157009,611803262.0,,38.51,23.43,98,FMS,12.6,C,SS,,Sea,09/06/2015,09:06.1,,,,,,,,,276.0,25.0,285.0,64.0,188.0,4.0,Mw,5.3,True,ISCXXX,,,,,,,AS,43.0
wsm157334,607317217.0,,28.83,34.62,155,FMS,28.3,C,SS,,Egypt,27/06/2015,15:34:03,,,,,,,,,155.0,4.0,96.0,82.0,245.0,7.0,Mw,5.6,True,ISCXXX,,,,,,,AR,13.0
wsm157373,611800996.0,,36.74,21.47,999,FMS,10.0,E,U,,Sea,30/06/2015,07:25.1,,,,,,,,,223.0,42.0,139.0,6.0,235.0,48.0,Mw,4.5,True,ISCXXX,,,,,,,AS,18.0
wsm157412,611879005.0,,39.93,16.54,113,FMS,18.7,C,TF,,Italy,03/07/2015,07:23.9,,,,,,,,,113.0,5.0,23.0,5.0,249.0,83.0,Mw,3.4,True,ISCXXX,,,,,,,EU,148.0
wsm157455,607323389.0,,43.53,12.28,135,FMS,11.0,C,SS,,Italy,05/07/2015,03:54.2,,,,,,,,,315.0,21.0,318.0,69.0,225.0,1.0,Mw,3.4,True,ISCXXX,,,,,,,EU,501.0
wsm157518,607339218.0,,42.09,15.52,155,FMS,21.7,C,TF,,Sea,08/07/2015,53:19.3,,,,,,,,,155.0,9.0,63.0,12.0,100.0,75.0,Mw,3.6,True,ISCXXX,,,,,,,EU,379.0
wsm157527,607349428.0,,37.61,29.52,53,FMS,22.3,C,NF,,Turkey,08/07/2015,22:14:06,,,,,,,,,323.0,71.0,233.0,0.0,143.0,19.0,Mw,4.3,True,ISCXXX,,,,,,,AT,111.0
wsm157769,607504696.0,,44.16,10.89,123,FMS,10.0,C,SS,,Italy,22/07/2015,57:46.7,,,,,,,,,136.0,36.0,281.0,49.0,213.0,18.0,Mw,3.9,True,ISCXXX,,,,,,,EU,567.0
wsm157782,607668874.0,,59.7,5.85,27,FMS,15.7,C,NF,,Norway,23/07/2015,31:22.2,,,,,,,,,283.0,60.0,207.0,8.0,122.0,29.0,Mw,2.8,True,ISCXXX,,,,,,,EU,1315.0
wsm157795,607505911.0,,40.23,26.5,71,FMS,16.3,C,SS,,Sea,24/07/2015,26:01.6,,,,,,,,,250.0,15.0,264.0,75.0,161.0,3.0,Mw,4.3,True,ISCXXX,,,,,,,AT,37.0
wsm157796,611882110.0,,40.18,26.33,84,FMS,16.2,C,NF,,Turkey,24/07/2015,39:44.5,,,,,,,,,256.0,57.0,264.0,33.0,172.0,4.0,Mw,4.8,True,ISCXXX,,,,,,,AT,32.0
wsm157845,607507340.0,,40.46,23.96,109,FMS,16.0,C,SS,,Sea,26/07/2015,40:42.8,,,,,,,,,109.0,10.0,281.0,80.0,199.0,1.0,Mw,4.1,True,ISCXXX,,,,,,,EU,60.0
wsm157910,611879084.0,,36.44,34.87,9,FMS,33.4,C,NF,,Sea,29/07/2015,00:56.7,,,,,,,,,312.0,68.0,9.0,13.0,275.0,18.0,Mw,5.0,True,ISCXXX,,,,,,,AT,118.0
wsm157990,611935935.0,,39.11,16.56,44,FMS,25.9,C,NF,,Italy,03/08/2015,27:50.5,,,,,,,,,72.0,74.0,224.0,14.0,136.0,7.0,Mw,4.3,True,ISCXXX,,,,,,,EU,121.0
wsm158089,611836401.0,,39.33,21.33,133,FMS,19.4,C,NF,,Greece,08/08/2015,22:24.3,,,,,,,,,30.0,82.0,313.0,2.0,223.0,8.0,Mw,4.8,True,ISCXXX,,,,,,,EU,101.0
wsm158093,607646874.0,,38.55,14.26,127,FMS,12.1,C,SS,,Sea,08/08/2015,46:28.2,,,,,,,,,126.0,11.0,311.0,79.0,217.0,1.0,Mw,4.0,True,ISCXXX,,,,,,,AF,21.0
wsm158346,607677079.0,,44.26,11.94,39,FMS,21.7,C,TF,,Italy,24/08/2015,43:53.5,,,,,,,,,219.0,1.0,129.0,1.0,274.0,88.0,Mb,3.6,True,ISCXXX,,,,,,,EU,579.0
wsm158387,611935991.0,,40.78,21.13,58,FMS,8.0,C,NF,,Greece,26/08/2015,41:56.4,,,,,,,,,29.0,65.0,238.0,22.0,144.0,11.0,Mw,4.2,True,ISCXXX,,,,,,,EU,254.0
wsm158437,607708911.0,,38.47,12.18,175,FMS,8.0,C,TF,,Sea,29/08/2015,25:14.1,,,,,,,,,175.0,10.0,83.0,11.0,306.0,75.0,Mw,4.3,True,ISCXXX,,,,,,,AF,47.0
wsm158444,607709103.0,,38.13,21.46,74,FMS,31.6,C,SS,,Greece,30/08/2015,28:08.7,,,,,,,,,74.0,16.0,249.0,74.0,164.0,1.0,Mw,4.6,True,ISCXXX,,,,,,,AS,34.0
wsm158506,607726495.0,,30.45,28.42,134,FMS,10.0,C,SS,,Egypt,03/09/2015,44:38.4,,,,,,,,,132.0,18.0,335.0,70.0,224.0,7.0,Mw,4.5,True,ISCXXX,,,,,,,AF,446.0
wsm158606,607731680.0,,39.18,40.28,88,FMS,19.0,C,SS,,Turkey,07/09/2015,37:37.9,,,,,,,,,266.0,4.0,161.0,75.0,358.0,15.0,Mw,4.5,True,ISCXXX,,,,,,,AT,28.0
wsm158686,607734357.0,,38.78,26.3,109,FMS,15.7,C,NF,,Sea,10/09/2015,12:48.7,,,,,,,,,336.0,79.0,289.0,7.0,200.0,8.0,Mw,4.9,True,ISCXXX,,,,,,,AS,64.0
wsm158754,607738227.0,,43.59,11.26,129,FMS,10.0,C,SS,,Italy,13/09/2015,04:40.1,,,,,,,,,143.0,35.0,286.0,49.0,219.0,19.0,Mw,4.0,True,ISCXXX,,,,,,,EU,502.0
wsm158759,607738233.0,,37.05,28.92,79,FMS,16.9,C,NF,,Turkey,13/09/2015,57:29.2,,,,,,,,,1.0,71.0,259.0,4.0,168.0,18.0,Mw,4.6,True,ISCXXX,,,,,,,AT,46.0
wsm158837,607743095.0,,35.17,27.68,999,FMS,17.1,E,U,,Sea,16/09/2015,52:11.8,,,,,,,,,194.0,40.0,123.0,21.0,233.0,42.0,Mw,5.0,True,ISCXXX,,,,,,,AS,47.0
wsm158934,607770370.0,,43.63,12.32,128,FMS,8.9,C,NF,,Italy,18/09/2015,24:52.8,,,,,,,,,68.0,79.0,308.0,5.0,217.0,9.0,Mw,3.5,True,ISCXXX,,,,,,,EU,513.0
wsm158966,607770402.0,,43.63,12.34,127,FMS,7.1,C,NF,,Italy,19/09/2015,12:47.0,,,,,,,,,48.0,81.0,307.0,2.0,217.0,9.0,Mw,3.7,True,ISCXXX,,,,,,,EU,513.0
wsm159336,607857265.0,,32.33,20.89,135,FMS,12.5,C,SS,,Libya,03/10/2015,48:02.8,,,,,,,,,135.0,14.0,21.0,59.0,52.0,27.0,Mw,4.2,True,ISCXXX,,,,,,,AF,376.0
wsm159435,611836872.0,,40.8,36.62,145,FMS,17.8,C,SS,,Turkey,09/10/2015,39:19.9,,,,,,,,,145.0,7.0,176.0,82.0,55.0,4.0,Mw,5.0,True,ISCXXX,,,,,,,EU,38.0
wsm159515,607869459.0,,39.12,28.99,120,FMS,10.0,C,NF,,Turkey,13/10/2015,18:11.6,,,,,,,,,75.0,80.0,300.0,7.0,209.0,7.0,Mw,4.2,True,ISCXXX,,,,,,,AT,134.0
wsm159732,607926903.0,,38.11,20.0,74,FMS,10.0,C,SS,,Sea,23/10/2015,13:25.2,,,,,,,,,78.0,27.0,240.0,62.0,164.0,8.0,Mw,4.1,True,ISCXXX,,,,,,,EU,23.0
wsm159777,608039155.0,,39.03,24.47,101,FMS,19.1,C,NS,,Sea,27/10/2015,01:25:56,,,,,,,,,280.0,45.0,282.0,45.0,191.0,1.0,Mw,4.6,True,ISCXXX,,,,,,,AS,91.0
wsm159785,607941200.0,,35.63,24.07,180,FMS,26.2,C,SS,,Sea,27/10/2015,14:38.8,,,,,,,,,180.0,17.0,125.0,63.0,83.0,21.0,Mw,4.3,True,ISCXXX,,,,,,,AS,94.0
wsm159804,607996442.0,,40.8,27.76,117,FMS,10.0,C,SS,,Sea,28/10/2015,20:05.5,,,,,,,,,118.0,13.0,268.0,74.0,207.0,8.0,Mw,4.4,True,ISCXXX,,,,,,,EU,24.0
wsm159863,612296363.0,,41.38,20.25,20,FMS,31.7,C,SS,,Albania,01/11/2015,26:21.9,,,,,,,,,191.0,33.0,219.0,54.0,110.0,13.0,Mw,4.9,True,ISCXXX,,,,,,,EU,313.0
wsm159866,611838237.0,,45.9,15.54,12,FMS,5.0,C,TF,,Slovenia,01/11/2015,52:33.8,,,,,,,,,192.0,4.0,103.0,11.0,262.0,78.0,Mw,4.3,True,ISCXXX,,,,,,,EU,774.0
wsm159950,611838284.0,,44.48,6.73,173,FMS,8.0,C,NF,,France,06/11/2015,03:04.2,,,,,,,,,66.0,89.0,353.0,0.0,263.0,1.0,Mw,3.8,True,ISCXXX,,,,,,,EU,698.0
wsm160238,612296331.0,,39.53,24.1,93,FMS,13.0,C,NF,,Sea,17/11/2015,00:10.9,,,,,,,,,200.0,79.0,273.0,3.0,183.0,10.0,Mw,4.3,True,ISCXXX,,,,,,,AS,34.0
wsm160243,612296376.0,,38.47,20.53,70,FMS,15.0,C,SS,,Sea,17/11/2015,10:12.9,,,,,,,,,64.0,17.0,294.0,64.0,160.0,19.0,Mw,6.5,True,ISCXXX,,,,,,,EU,8.0
wsm160248,612296382.0,,38.77,20.54,64,FMS,11.5,C,SS,,Sea,17/11/2015,08:33:44,,,,,,,,,64.0,15.0,317.0,48.0,166.0,38.0,Mw,5.1,True,ISCXXX,,,,,,,EU,34.0
wsm160251,612296385.0,,38.55,20.43,999,FMS,6.0,E,U,,Sea,17/11/2015,49:48.2,,,,,,,,,103.0,40.0,221.0,29.0,155.0,36.0,Mw,4.2,True,ISCXXX,,,,,,,EU,9.0
wsm160254,612296340.0,,38.6,20.52,78,FMS,15.6,C,SS,,Sea,17/11/2015,37:56.7,,,,,,,,,258.0,14.0,257.0,76.0,168.0,0.0,Mw,4.9,True,ISCXXX,,,,,,,EU,16.0
wsm160281,612296345.0,,38.46,20.55,38,FMS,10.0,C,SS,,Greece,18/11/2015,05:18:18,,,,,,,,,215.0,12.0,85.0,72.0,128.0,13.0,Mw,4.6,True,ISCXXX,,,,,,,AS,10.0
wsm160291,612296397.0,,38.76,20.55,59,FMS,13.2,C,SS,,Sea,18/11/2015,12:15:39,,,,,,,,,239.0,6.0,276.0,83.0,149.0,4.0,Mw,5.0,True,ISCXXX,,,,,,,EU,34.0
wsm160298,612296401.0,,38.63,20.53,72,FMS,17.5,C,SS,,Sea,18/11/2015,03:15.2,,,,,,,,,253.0,11.0,245.0,79.0,162.0,1.0,Mw,4.9,True,ISCXXX,,,,,,,EU,19.0
wsm160306,612296348.0,,38.72,20.37,999,FMS,11.5,E,U,,Sea,18/11/2015,30:11.6,,,,,,,,,232.0,40.0,285.0,36.0,170.0,30.0,Mw,4.4,True,ISCXXX,,,,,,,EU,28.0
wsm160371,611838373.0,,38.75,20.49,177,FMS,14.0,C,NF,,Sea,20/11/2015,37:05.4,,,,,,,,,322.0,74.0,357.0,14.0,264.0,9.0,Mw,4.7,True,ISCXXX,,,,,,,EU,31.0
